"","County Name","District Name","School Name"
"7940","San Diego","San Diego Unified","Gompers Preparatory Academy"
"7941","San Diego","San Diego Unified","Grant K-8"
"7942","San Diego","San Diego Unified","Green Elementary"
"7943","San Diego","San Diego Unified","Hage Elementary"
"7944","San Diego","San Diego Unified","Hamilton Elementary"
"7945","San Diego","San Diego Unified","Hancock Elementary"
"7946","San Diego","San Diego Unified","Hardy Elementary"
"7947","San Diego","San Diego Unified","Harriet Tubman Village Charter"
"7948","San Diego","San Diego Unified","Hawthorne Elementary"
"7949","San Diego","San Diego Unified","Health Sciences High and Middle College"
"7950","San Diego","San Diego Unified","Hearst Elementary"
"7951","San Diego","San Diego Unified","Henry High"
"7952","San Diego","San Diego Unified","Hickman Elementary"
"7953","San Diego","San Diego Unified","High Tech Elementary"
"7954","San Diego","San Diego Unified","High Tech Elementary Explorer"
"7955","San Diego","San Diego Unified","High Tech High"
"7956","San Diego","San Diego Unified","High Tech High International"
"7957","San Diego","San Diego Unified","High Tech High Media Arts"
"7958","San Diego","San Diego Unified","High Tech Middle"
"7959","San Diego","San Diego Unified","High Tech Middle Media Arts"
"7960","San Diego","San Diego Unified","Holly Drive Leadership Academy"
"7961","San Diego","San Diego Unified","Holmes Elementary"
"7962","San Diego","San Diego Unified","Home & Hosp/Transition Support"
"7963","San Diego","San Diego Unified","Hoover High"
"7964","San Diego","San Diego Unified","Horton Elementary"
"7965","San Diego","San Diego Unified","Ibarra Elementary"
"7966","San Diego","San Diego Unified","iHigh Virtual Academy"
"7967","San Diego","San Diego Unified","Ingenuity Charter"
"7968","San Diego","San Diego Unified","Innovation Middle"
"7969","San Diego","San Diego Unified","Innovations Academy"
"7970","San Diego","San Diego Unified","Jefferson Elementary"
"7971","San Diego","San Diego Unified","Jerabek Elementary"
"7972","San Diego","San Diego Unified","John Muir Language Academy"
"7973","San Diego","San Diego Unified","Johnson Elementary"
"7974","San Diego","San Diego Unified","Jonas Salk Elementary"
"7975","San Diego","San Diego Unified","Jones Elementary"
"7976","San Diego","San Diego Unified","Joyner Elementary"
"7977","San Diego","San Diego Unified","Juarez Elementary"
"7978","San Diego","San Diego Unified","Kavod Charter"
"7979","San Diego","San Diego Unified","Kearny College Connections"
"7980","San Diego","San Diego Unified","Kearny Digital Media & Design"
"7981","San Diego","San Diego Unified","Kearny Eng Innov & Design"
"7982","San Diego","San Diego Unified","Kearny School of Biomedical Science and Technology"
"7983","San Diego","San Diego Unified","Keiller Leadership Academy"
"7984","San Diego","San Diego Unified","Kimbrough Elementary"
"7985","San Diego","San Diego Unified","King-Chavez Academy of Excellence"
"7986","San Diego","San Diego Unified","King-Chavez Arts and Athletics Academy"
"7987","San Diego","San Diego Unified","King-Chavez Community High"
"7988","San Diego","San Diego Unified","King-Chavez Preparatory Academy"
"7989","San Diego","San Diego Unified","King-Chavez Primary Academy"
"7990","San Diego","San Diego Unified","KIPP Adelante Preparatory Academy"
"7991","San Diego","San Diego Unified","Knox Middle"
"7992","San Diego","San Diego Unified","Kumeyaay Elementary"
"7993","San Diego","San Diego Unified","La Jolla Elementary"
"7994","San Diego","San Diego Unified","La Jolla High"
"7995","San Diego","San Diego Unified","Lafayette Elementary"
"7996","San Diego","San Diego Unified","Language Academy"
"7997","San Diego","San Diego Unified","Learning Choice Academy"
"7998","San Diego","San Diego Unified","Lewis Middle"
"7999","San Diego","San Diego Unified","Lincoln High"
"8000","San Diego","San Diego Unified","Linda Vista Elementary"
"8001","San Diego","San Diego Unified","Logan Memorial Educational Campus"
"8002","San Diego","San Diego Unified","Loma Portal Elementary"
"8003","San Diego","San Diego Unified","Longfellow K-8"
"8004","San Diego","San Diego Unified","Madison High"
"8005","San Diego","San Diego Unified","Magnolia Science Academy San Diego"
"8006","San Diego","San Diego Unified","Mann Middle"
"8007","San Diego","San Diego Unified","Marshall Elementary"
"8008","San Diego","San Diego Unified","Marshall Middle"
"8009","San Diego","San Diego Unified","Marston Middle"
"8010","San Diego","San Diego Unified","Marvin Elementary"
"8011","San Diego","San Diego Unified","Mason Elementary"
"8012","San Diego","San Diego Unified","McGill School of Success"
"8013","San Diego","San Diego Unified","McKinley Elementary"
"8014","San Diego","San Diego Unified","Millennial Tech Middle"
"8015","San Diego","San Diego Unified","Miller Elementary"
"8016","San Diego","San Diego Unified","Mira Mesa High"
"8017","San Diego","San Diego Unified","Miramar Ranch Elementary"
"8018","San Diego","San Diego Unified","Mission Bay High"
"8019","San Diego","San Diego Unified","Montgomery Middle"
"8020","San Diego","San Diego Unified","Morse High"
"8021","San Diego","San Diego Unified","Mountain View"
"8022","San Diego","San Diego Unified","Mt. Everest Academy"
"8023","San Diego","San Diego Unified","Muirlands Middle"
"8024","San Diego","San Diego Unified","Museum"
"8025","San Diego","San Diego Unified","Normal Heights Elementary"
"8026","San Diego","San Diego Unified","Nye Elementary"
"8027","San Diego","San Diego Unified","Oak Park Elementary"
"8028","San Diego","San Diego Unified","Ocean Beach Elementary"
"8029","San Diego","San Diego Unified","Old Town Academy K-8 Charter"
"8030","San Diego","San Diego Unified","Pacific Beach Elementary"
"8031","San Diego","San Diego Unified","Pacific Beach Middle"
"8032","San Diego","San Diego Unified","Pacific View Leadership Elementary"
"8033","San Diego","San Diego Unified","Paradise Hills Elementary"
"8034","San Diego","San Diego Unified","Penn Elementary"
"8035","San Diego","San Diego Unified","Perkins K-8"
"8036","San Diego","San Diego Unified","Perry Elementary"
"8037","San Diego","San Diego Unified","Pershing Middle"
"8038","San Diego","San Diego Unified","Point Loma High"
"8039","San Diego","San Diego Unified","Porter Elementary"
"8040","San Diego","San Diego Unified","Preuss School UCSD"
"8041","San Diego","San Diego Unified","Ralph Waldo Emerson Elementary"
"8042","San Diego","San Diego Unified","Riley/New Dawn"
"8043","San Diego","San Diego Unified","Rodriguez Elementary"
"8044","San Diego","San Diego Unified","Rolando Park Elementary"
"8045","San Diego","San Diego Unified","Roosevelt International Middle"
"8046","San Diego","San Diego Unified","Rosa Parks Elementary"
"8047","San Diego","San Diego Unified","Ross Elementary"
"8048","San Diego","San Diego Unified","Rowan Elementary"
"8049","San Diego","San Diego Unified","San Diego Business/Leadership"
"8050","San Diego","San Diego Unified","San Diego Cooperative Charter"
"8051","San Diego","San Diego Unified","San Diego Global Vision Academy"
"8052","San Diego","San Diego Unified","San Diego International Studies"
"8053","San Diego","San Diego Unified","San Diego Metro Career and Tech"
"8054","San Diego","San Diego Unified","San Diego Science and Technology"
"8055","San Diego","San Diego Unified","San Diego SCPA"
"8056","San Diego","San Diego Unified","Sandburg Elementary"
"8057","San Diego","San Diego Unified","School for Entrepreneurship and Technology"
"8058","San Diego","San Diego Unified","Scripps Elementary"
"8059","San Diego","San Diego Unified","Scripps Ranch High"
"8060","San Diego","San Diego Unified","Sequoia Elementary"
"8061","San Diego","San Diego Unified","Sessions Elementary"
"8062","San Diego","San Diego Unified","Sherman Elementary"
"8063","San Diego","San Diego Unified","Silver Gate Elementary"
"8064","San Diego","San Diego Unified","Spreckels Elementary"
"8065","San Diego","San Diego Unified","Standley Middle"
"8066","San Diego","San Diego Unified","Sunset View Elementary"
"8067","San Diego","San Diego Unified","Taft Middle"
"8068","San Diego","San Diego Unified","The O'Farrell Charter"
"8069","San Diego","San Diego Unified","Tierrasanta Elementary"
"8070","San Diego","San Diego Unified","Toler Elementary"
"8071","San Diego","San Diego Unified","Torrey Pines Elementary"
"8072","San Diego","San Diego Unified","TRACE"
"8073","San Diego","San Diego Unified","Twain High"
"8074","San Diego","San Diego Unified","University City High"
"8075","San Diego","San Diego Unified","Urban Discovery Academy Charter"
"8076","San Diego","San Diego Unified","Valencia Park Elementary"
"8077","San Diego","San Diego Unified","Vista Grande Elementary"
"8078","San Diego","San Diego Unified","Walker Elementary"
"8079","San Diego","San Diego Unified","Wangenheim Middle"
"8080","San Diego","San Diego Unified","Washington Elementary"
"8081","San Diego","San Diego Unified","Webster Elementary"
"8082","San Diego","San Diego Unified","Wegeforth Elementary"
"8083","San Diego","San Diego Unified","Whitman Elementary"
"8084","San Diego","San Diego Unified","Whittier K-12"
"8085","San Diego","San Diego Unified","Wilson Middle"
"8086","San Diego","San Diego Unified","Zamorano Elementary"
"8087","San Diego","San Dieguito Union High","Canyon Crest Academy"
"8088","San Diego","San Dieguito Union High","Carmel Valley Middle"
"8089","San Diego","San Dieguito Union High","Diegueno Middle"
"8090","San Diego","San Dieguito Union High","Earl Warren Middle"
"8091","San Diego","San Dieguito Union High","La Costa Canyon High"
"8092","San Diego","San Dieguito Union High","Oak Crest Middle"
"8093","San Diego","San Dieguito Union High","Pacific Trails Middle"
"8094","San Diego","San Dieguito Union High","San Dieguito HS Academy"
"8095","San Diego","San Dieguito Union High","Sunset High (Continuation)"
"8096","San Diego","San Dieguito Union High","Torrey Pines High"
"8097","San Diego","San Marcos Unified","Carrillo Elementary"
"8098","San Diego","San Marcos Unified","Discovery Elementary"
"8099","San Diego","San Marcos Unified","Double Peak"
"8100","San Diego","San Marcos Unified","Foothills High"
"8101","San Diego","San Marcos Unified","Joli Ann Leichtag Elementary"
"8102","San Diego","San Marcos Unified","Knob Hill Elementary"
"8103","San Diego","San Marcos Unified","La Costa Meadows Elementary"
"8104","San Diego","San Marcos Unified","La Mirada Academy"
"8105","San Diego","San Marcos Unified","Mission Hills High"
"8106","San Diego","San Marcos Unified","Paloma Elementary"
"8107","San Diego","San Marcos Unified","Pivot Charter School - San Diego II"
"8108","San Diego","San Marcos Unified","Richland Elementary"
"8109","San Diego","San Marcos Unified","San Elijo Elementary"
"8110","San Diego","San Marcos Unified","San Elijo Middle"
"8111","San Diego","San Marcos Unified","San Marcos Elementary"
"8112","San Diego","San Marcos Unified","San Marcos High"
"8113","San Diego","San Marcos Unified","San Marcos Middle"
"8114","San Diego","San Marcos Unified","Twin Oaks Elementary"
"8115","San Diego","San Marcos Unified","Twin Oaks High"
"8116","San Diego","San Marcos Unified","Woodland Park Middle"
"8117","San Diego","San Pasqual Union Elementary","San Pasqual Union Elementary"
"8118","San Diego","San Ysidro Elementary","La Mirada Elementary"
"8119","San Diego","San Ysidro Elementary","Ocean View Hills"
"8120","San Diego","San Ysidro Elementary","San Ysidro Middle"
"8121","San Diego","San Ysidro Elementary","Smythe Elementary"
"8122","San Diego","San Ysidro Elementary","Sunset Elementary"
"8123","San Diego","San Ysidro Elementary","Vista Del Mar"
"8124","San Diego","San Ysidro Elementary","Willow Elementary"
"8125","San Diego","Santee","Cajon Park Elementary"
"8126","San Diego","Santee","Carlton Hills Elementary"
"8127","San Diego","Santee","Carlton Oaks Elementary"
"8128","San Diego","Santee","Chet F. Harritt Elementary"
"8129","San Diego","Santee","Hill Creek Elementary"
"8130","San Diego","Santee","Pepper Drive Elementary"
"8131","San Diego","Santee","PRIDE Academy at Prospect Avenue"
"8132","San Diego","Santee","Rio Seco Elementary"
"8133","San Diego","Santee","Santee Alternative"
"8134","San Diego","Santee","Santee Success Program"
"8135","San Diego","Santee","Sycamore Canyon Elementary"
"8136","San Diego","SBC - High Tech High","High Tech Elementary Chula Vista"
"8137","San Diego","SBC - High Tech High","High Tech Elementary Mesa"
"8138","San Diego","SBC - High Tech High","High Tech Elementary North County"
"8139","San Diego","SBC - High Tech High","High Tech High Chula Vista"
"8140","San Diego","SBC - High Tech High","High Tech High Mesa"
"8141","San Diego","SBC - High Tech High","High Tech High North County"
"8142","San Diego","SBC - High Tech High","High Tech Middle Chula Vista"
"8143","San Diego","SBC - High Tech High","High Tech Middle Mesa"
"8144","San Diego","SBC - High Tech High","High Tech Middle North County"
"8145","San Diego","SBE - Baypoint Preparatory Academy San Diego","Baypoint Preparatory Academy - San Diego"
"8146","San Diego","SBE - College Preparatory Middle","College Preparatory Middle"
"8147","San Diego","SBE - Grossmont Secondary","Grossmont Secondary"
"8148","San Diego","SBE - Sweetwater Secondary","Sweetwater Secondary"
"8149","San Diego","SBE - Vista Springs Charter","Vista Springs Charter"
"8150","San Diego","Solana Beach Elementary","Carmel Creek Elementary"
"8151","San Diego","Solana Beach Elementary","Skyline Elementary"
"8152","San Diego","Solana Beach Elementary","Solana Highlands Elementary"
"8153","San Diego","Solana Beach Elementary","Solana Pacific Elementary"
"8154","San Diego","Solana Beach Elementary","Solana Ranch Elementary"
"8155","San Diego","Solana Beach Elementary","Solana Santa Fe Elementary"
"8156","San Diego","Solana Beach Elementary","Solana Vista Elementary"
"8157","San Diego","South Bay Union","Bayside STEAM Academy"
"8158","San Diego","South Bay Union","Central Elementary"
"8159","San Diego","South Bay Union","Emory Elementary"
"8160","San Diego","South Bay Union","George Nicoloff Elementary"
"8161","San Diego","South Bay Union","Godfrey G. Berry Elementary"
"8162","San Diego","South Bay Union","Howard Pence Elementary"
"8163","San Diego","South Bay Union","Imperial Beach Charter"
"8164","San Diego","South Bay Union","Nestor Language Academy Charter"
"8165","San Diego","South Bay Union","Oneonta Elementary"
"8166","San Diego","South Bay Union","SBUSD Virtual Academy"
"8167","San Diego","South Bay Union","Sunnyslope Elementary"
"8168","San Diego","South Bay Union","Teofilo Mendoza"
"8169","San Diego","Spencer Valley Elementary","California Virtual Academy @ San Diego"
"8170","San Diego","Spencer Valley Elementary","Insight @ San Diego"
"8171","San Diego","Spencer Valley Elementary","Spencer Valley Elementary"
"8172","San Diego","Sweetwater Union High","Alta Vista Academy"
"8173","San Diego","Sweetwater Union High","Bonita Vista Middle"
"8174","San Diego","Sweetwater Union High","Bonita Vista Senior High"
"8175","San Diego","Sweetwater Union High","Castle Park Middle"
"8176","San Diego","Sweetwater Union High","Castle Park Senior High"
"8177","San Diego","Sweetwater Union High","Chula Vista Middle"
"8178","San Diego","Sweetwater Union High","Chula Vista Senior High"
"8179","San Diego","Sweetwater Union High","East Hills Academy"
"8180","San Diego","Sweetwater Union High","Eastlake High"
"8181","San Diego","Sweetwater Union High","Eastlake Middle"
"8182","San Diego","Sweetwater Union High","Granger Junior High"
"8183","San Diego","Sweetwater Union High","Hawking S.T.E.A.M. Charter"
"8184","San Diego","Sweetwater Union High","Hilltop Middle"
"8185","San Diego","Sweetwater Union High","Hilltop Senior High"
"8186","San Diego","Sweetwater Union High","Launch Virtual Academy"
"8187","San Diego","Sweetwater Union High","MAAC Community Charter"
"8188","San Diego","Sweetwater Union High","Mar Vista Academy"
"8189","San Diego","Sweetwater Union High","Mar Vista Senior High"
"8190","San Diego","Sweetwater Union High","Montgomery Middle"
"8191","San Diego","Sweetwater Union High","Montgomery Senior High"
"8192","San Diego","Sweetwater Union High","National City Middle"
"8193","San Diego","Sweetwater Union High","Olympian High"
"8194","San Diego","Sweetwater Union High","Options Secondary"
"8195","San Diego","Sweetwater Union High","Otay Ranch Senior High"
"8196","San Diego","Sweetwater Union High","Palomar High"
"8197","San Diego","Sweetwater Union High","Rancho del Rey Middle"
"8198","San Diego","Sweetwater Union High","San Ysidro High"
"8199","San Diego","Sweetwater Union High","Southwest Middle"
"8200","San Diego","Sweetwater Union High","Southwest Senior High"
"8201","San Diego","Sweetwater Union High","Sweetwater Community Day"
"8202","San Diego","Sweetwater Union High","Sweetwater High"
"8203","San Diego","Vallecitos Elementary","Vallecitos Elementary"
"8204","San Diego","Valley Center-Pauma Unified","Lilac"
"8205","San Diego","Valley Center-Pauma Unified","Oak Glen High"
"8206","San Diego","Valley Center-Pauma Unified","Pauma Elementary"
"8207","San Diego","Valley Center-Pauma Unified","Valley Center Elementary"
"8208","San Diego","Valley Center-Pauma Unified","Valley Center High"
"8209","San Diego","Valley Center-Pauma Unified","Valley Center Middle"
"8210","San Diego","Valley Center-Pauma Unified","Valley Center Prep"
"8211","San Diego","Valley Center-Pauma Unified","Valley Center Primary"
"8212","San Diego","Vista Unified","Alamosa Park Elementary"
"8213","San Diego","Vista Unified","Alta Vista High (Continuation)"
"8214","San Diego","Vista Unified","Beaumont Elementary"
"8215","San Diego","Vista Unified","Bella Mente Montessori Academy"
"8216","San Diego","Vista Unified","Bobier Elementary"
"8217","San Diego","Vista Unified","Breeze Hill Elementary"
"8218","San Diego","Vista Unified","California Avenue Elementary"
"8219","San Diego","Vista Unified","Casita Center for Science/Math/Technology"
"8220","San Diego","Vista Unified","Empresa Elementary"
"8221","San Diego","Vista Unified","Foothill Oak Elementary"
"8222","San Diego","Vista Unified","Grapevine Elementary"
"8223","San Diego","Vista Unified","Guajome Learning Center"
"8224","San Diego","Vista Unified","Guajome Park Academy Charter"
"8225","San Diego","Vista Unified","Hannalei Elementary"
"8226","San Diego","Vista Unified","Lake Elementary"
"8227","San Diego","Vista Unified","Madison Middle"
"8228","San Diego","Vista Unified","Major General Raymond Murray High"
"8229","San Diego","Vista Unified","Maryland Elementary"
"8230","San Diego","Vista Unified","Mission Meadows Elementary"
"8231","San Diego","Vista Unified","Mission Vista High"
"8232","San Diego","Vista Unified","Monte Vista Elementary"
"8233","San Diego","Vista Unified","North County Trade Tech High"
"8234","San Diego","Vista Unified","Rancho Buena Vista High"
"8235","San Diego","Vista Unified","Rancho Minerva Middle"
"8236","San Diego","Vista Unified","Roosevelt Middle"
"8237","San Diego","Vista Unified","SIATech"
"8238","San Diego","Vista Unified","T.H.E Leadership Academy"
"8239","San Diego","Vista Unified","Vista Academy of Visual and Performing Arts"
"8240","San Diego","Vista Unified","Vista Adult Transition Center"
"8241","San Diego","Vista Unified","Vista High"
"8242","San Diego","Vista Unified","Vista Innovation and Design Academy"
"8243","San Diego","Vista Unified","Vista Magnet Middle School of Technology, Science, and Math"
"8244","San Diego","Vista Unified","Vista Visions Academy"
"8245","San Diego","Warner Unified","All Tribes Charter"
"8246","San Diego","Warner Unified","All Tribes Elementary Charter"
"8247","San Diego","Warner Unified","California Pacific Charter - San Diego"
"8248","San Diego","Warner Unified","Excel Academy Charter"
"8249","San Diego","Warner Unified","Pathways Academy Charter - Adult Education"
"8250","San Diego","Warner Unified","Sage Oak Charter School - South"
"8251","San Diego","Warner Unified","San Diego Mission Academy"
"8252","San Diego","Warner Unified","Warner Elementary"
"8253","San Diego","Warner Unified","Warner Junior/Senior High"
"8254","San Francisco","",""
"8255","San Francisco","San Francisco County Office of Education","District Office"
"8256","San Francisco","San Francisco Unified","District Office"
"8257","San Francisco","SBE - KIPP Bayview Elementary","District Office"
"8258","San Francisco","SBE - The New School of San Francisco","District Office"
"8259","San Francisco","San Francisco County Office of Education","S.F. County Civic Center Secondary"
"8260","San Francisco","San Francisco County Office of Education","S.F. County Court Woodside Learning Ctr"
"8261","San Francisco","San Francisco County Office of Education","S.F. County Opportunity (Hilltop)"
"8262","San Francisco","San Francisco County Office of Education","S.F. County Special Education"
"8263","San Francisco","San Francisco Unified","Academy (The)- SF @McAteer"
"8264","San Francisco","San Francisco Unified","Alamo Elementary"
"8265","San Francisco","San Francisco Unified","Alvarado Elementary"
"8266","San Francisco","San Francisco Unified","Aptos Middle"
"8267","San Francisco","San Francisco Unified","Argonne Elementary"
"8268","San Francisco","San Francisco Unified","Asawa (Ruth) SF Sch of the Arts, A Public School"
"8269","San Francisco","San Francisco Unified","Balboa High"
"8270","San Francisco","San Francisco Unified","Brown Jr. (Willie L) Middle"
"8271","San Francisco","San Francisco Unified","Bryant Elementary"
"8272","San Francisco","San Francisco Unified","Buena Vista/ Horace Mann K-8"
"8273","San Francisco","San Francisco Unified","Burton (Phillip and Sala) Academic High"
"8274","San Francisco","San Francisco Unified","Carmichael (Bessie)/FEC"
"8275","San Francisco","San Francisco Unified","Carver (George Washington) Elementary"
"8276","San Francisco","San Francisco Unified","Chavez (Cesar) Elementary"
"8277","San Francisco","San Francisco Unified","Chin (John Yehall) Elementary"
"8278","San Francisco","San Francisco Unified","Chinese Immersion School at DeAvila"
"8279","San Francisco","San Francisco Unified","City Arts and Tech High"
"8280","San Francisco","San Francisco Unified","Clarendon Alternative Elementary"
"8281","San Francisco","San Francisco Unified","Cleveland Elementary"
"8282","San Francisco","San Francisco Unified","Cobb (William L.) Elementary"
"8283","San Francisco","San Francisco Unified","Creative Arts Charter"
"8284","San Francisco","San Francisco Unified","Denman (James) Middle"
"8285","San Francisco","San Francisco Unified","Downtown High"
"8286","San Francisco","San Francisco Unified","Drew (Charles) College Preparatory Academy"
"8287","San Francisco","San Francisco Unified","El Dorado Elementary"
"8288","San Francisco","San Francisco Unified","Everett Middle"
"8289","San Francisco","San Francisco Unified","Feinstein (Dianne) Elementary"
"8290","San Francisco","San Francisco Unified","Five Keys Adult School (SF Sheriff's)"
"8291","San Francisco","San Francisco Unified","Five Keys Charter (SF Sheriff's)"
"8292","San Francisco","San Francisco Unified","Five Keys Independence HS (SF Sheriff's)"
"8293","San Francisco","San Francisco Unified","Flynn (Leonard R.) Elementary"
"8294","San Francisco","San Francisco Unified","Francisco Middle"
"8295","San Francisco","San Francisco Unified","Galileo High"
"8296","San Francisco","San Francisco Unified","Garfield Elementary"
"8297","San Francisco","San Francisco Unified","Gateway High"
"8298","San Francisco","San Francisco Unified","Gateway Middle"
"8299","San Francisco","San Francisco Unified","Giannini (A.P.) Middle"
"8300","San Francisco","San Francisco Unified","Glen Park Elementary"
"8301","San Francisco","San Francisco Unified","Grattan Elementary"
"8302","San Francisco","San Francisco Unified","Guadalupe Elementary"
"8303","San Francisco","San Francisco Unified","Harte (Bret) Elementary"
"8304","San Francisco","San Francisco Unified","Hillcrest Elementary"
"8305","San Francisco","San Francisco Unified","Hoover (Herbert) Middle"
"8306","San Francisco","San Francisco Unified","Huerta (Dolores) Elementary"
"8307","San Francisco","San Francisco Unified","Independence High"
"8308","San Francisco","San Francisco Unified","Jefferson Elementary"
"8309","San Francisco","San Francisco Unified","Jordan (June) School for Equity"
"8310","San Francisco","San Francisco Unified","Key (Francis Scott) Elementary"
"8311","San Francisco","San Francisco Unified","King (Thomas Starr) Elementary"
"8312","San Francisco","San Francisco Unified","King Jr. (Martin Luther) Academic Middle"
"8313","San Francisco","San Francisco Unified","KIPP Bayview Academy"
"8314","San Francisco","San Francisco Unified","KIPP San Francisco Bay Academy"
"8315","San Francisco","San Francisco Unified","KIPP San Francisco College Preparatory"
"8316","San Francisco","San Francisco Unified","Lafayette Elementary"
"8317","San Francisco","San Francisco Unified","Lakeshore Alternative Elementary"
"8318","San Francisco","San Francisco Unified","Lau (Gordon J.) Elementary"
"8319","San Francisco","San Francisco Unified","Lawton Alternative Elementary"
"8320","San Francisco","San Francisco Unified","Leadership High"
"8321","San Francisco","San Francisco Unified","Lee (Edwin and Anita) Newcomer"
"8322","San Francisco","San Francisco Unified","Lick (James) Middle"
"8323","San Francisco","San Francisco Unified","Life Learning Academy Charter"
"8324","San Francisco","San Francisco Unified","Lilienthal (Claire) Elementary"
"8325","San Francisco","San Francisco Unified","Lincoln (Abraham) High"
"8326","San Francisco","San Francisco Unified","Longfellow Elementary"
"8327","San Francisco","San Francisco Unified","Lowell High"
"8328","San Francisco","San Francisco Unified","Malcolm X Academy"
"8329","San Francisco","San Francisco Unified","Marina Middle"
"8330","San Francisco","San Francisco Unified","Marshall (Thurgood) High"
"8331","San Francisco","San Francisco Unified","Marshall Elementary"
"8332","San Francisco","San Francisco Unified","McCoppin (Frank) Elementary"
"8333","San Francisco","San Francisco Unified","McKinley Elementary"
"8334","San Francisco","San Francisco Unified","McLaren (John) Children Centers"
"8335","San Francisco","San Francisco Unified","Milk (Harvey) Civil Rights Elementary"
"8336","San Francisco","San Francisco Unified","Miraloma Elementary"
"8337","San Francisco","San Francisco Unified","Mission Education Center"
"8338","San Francisco","San Francisco Unified","Mission High"
"8339","San Francisco","San Francisco Unified","Mission Preparatory"
"8340","San Francisco","San Francisco Unified","Monroe Elementary"
"8341","San Francisco","San Francisco Unified","Moscone (George R.) Elementary"
"8342","San Francisco","San Francisco Unified","Muir (John) Elementary"
"8343","San Francisco","San Francisco Unified","New Traditions Elementary"
"8344","San Francisco","San Francisco Unified","Noriega Children Center"
"8345","San Francisco","San Francisco Unified","O'Connell (John) High"
"8346","San Francisco","San Francisco Unified","Ortega (Jose) Elementary"
"8347","San Francisco","San Francisco Unified","Parker (Jean) Elementary"
"8348","San Francisco","San Francisco Unified","Parks (Rosa) Elementary"
"8349","San Francisco","San Francisco Unified","Peabody (George) Elementary"
"8350","San Francisco","San Francisco Unified","Presidio Early Ed."
"8351","San Francisco","San Francisco Unified","Presidio Middle"
"8352","San Francisco","San Francisco Unified","Redding Elementary"
"8353","San Francisco","San Francisco Unified","Revere (Paul) Elementary"
"8354","San Francisco","San Francisco Unified","Rooftop Elementary"
"8355","San Francisco","San Francisco Unified","Roosevelt Middle"
"8356","San Francisco","San Francisco Unified","S.F. International High"
"8357","San Francisco","San Francisco Unified","San Francisco Community Alternative"
"8358","San Francisco","San Francisco Unified","San Francisco Public Montessori"
"8359","San Francisco","San Francisco Unified","Sanchez Elementary"
"8360","San Francisco","San Francisco Unified","Serra (Junipero) Elementary"
"8361","San Francisco","San Francisco Unified","Sheridan Elementary"
"8362","San Francisco","San Francisco Unified","Sherman Elementary"
"8363","San Francisco","San Francisco Unified","Sloat (Commodore) Elementary"
"8364","San Francisco","San Francisco Unified","Spring Valley Elementary"
"8365","San Francisco","San Francisco Unified","Stevenson (Robert Louis) Elementary"
"8366","San Francisco","San Francisco Unified","Stockton (Commodore) Children Center"
"8367","San Francisco","San Francisco Unified","Sunnyside Elementary"
"8368","San Francisco","San Francisco Unified","Sunset Elementary"
"8369","San Francisco","San Francisco Unified","Sutro Elementary"
"8370","San Francisco","San Francisco Unified","Taylor (Edward R.) Elementary"
"8371","San Francisco","San Francisco Unified","Tenderloin Community"
"8372","San Francisco","San Francisco Unified","Thomas Edison Charter Academy"
"8373","San Francisco","San Francisco Unified","Tule Elk Park Children Center"
"8374","San Francisco","San Francisco Unified","Ulloa Elementary"
"8375","San Francisco","San Francisco Unified","Visitacion Valley Elementary"
"8376","San Francisco","San Francisco Unified","Visitacion Valley Middle"
"8377","San Francisco","San Francisco Unified","Wallenberg (Raoul) Traditional High"
"8378","San Francisco","San Francisco Unified","Washington (George) High"
"8379","San Francisco","San Francisco Unified","Webster (Daniel) Elementary"
"8380","San Francisco","San Francisco Unified","Wells (Ida B.) High"
"8381","San Francisco","San Francisco Unified","West Portal Elementary"
"8382","San Francisco","San Francisco Unified","Yick Wo Elementary"
"8383","San Francisco","San Francisco Unified","Yu (Alice Fong) Elementary"
"8384","San Francisco","SBE - KIPP Bayview Elementary","KIPP Bayview Elementary"
"8385","San Francisco","SBE - The New School of San Francisco","The New School of San Francisco"
"8386","San Joaquin","",""
"8387","San Joaquin","Banta Unified","District Office"
"8388","San Joaquin","Escalon Unified","District Office"
"8389","San Joaquin","Jefferson Elementary","District Office"
"8390","San Joaquin","Lammersville Joint Unified","District Office"
"8391","San Joaquin","Lincoln Unified","District Office"
"8392","San Joaquin","Linden Unified","District Office"
"8393","San Joaquin","Lodi Unified","District Office"
"8394","San Joaquin","Manteca Unified","District Office"
"8395","San Joaquin","New Hope Elementary","District Office"
"8396","San Joaquin","New Jerusalem Elementary","District Office"
"8397","San Joaquin","Oak View Union Elementary","District Office"
"8398","San Joaquin","Ripon Unified","District Office"
"8399","San Joaquin","San Joaquin County Office of Education","District Office"
"8400","San Joaquin","Stockton Unified","District Office"
"8401","San Joaquin","Tracy Joint Unified","District Office"
"8402","San Joaquin","Banta Unified","Banta Charter"
"8403","San Joaquin","Banta Unified","Banta Elementary"
"8404","San Joaquin","Banta Unified","NextGeneration STEAM Academy"
"8405","San Joaquin","Banta Unified","River Islands Technology Academy II"
"8406","San Joaquin","Escalon Unified","Collegeville Elementary"
"8407","San Joaquin","Escalon Unified","Dent Elementary"
"8408","San Joaquin","Escalon Unified","El Portal Middle"
"8409","San Joaquin","Escalon Unified","Escalon Charter Academy"
"8410","San Joaquin","Escalon Unified","Escalon High"
